"Statistic","Year","County","UNIT","VALUE"
"Average Age of First Time Mother","2003","Meath","Years","29.1"
"Average Age of First Time Mother","2003","Offaly","Years","27.5"
"Average Age of First Time Mother","2003","Westmeath","Years","28.1"
"Average Age of First Time Mother","2003","Wexford","Years","27.2"
"Average Age of First Time Mother","2003","Waterford County","Years","28.6"
"Average Age of First Time Mother","2003","Waterford City","Years","26.6"
"Average Age of First Time Mother","2003","Clare","Years","28.6"
"Average Age of First Time Mother","2003","Cork City","Years","26.6"
"Average Age of First Time Mother","2003","Cork County","Years","29.3"
"Average Age of First Time Mother","2003","Kerry","Years","28.3"
"Average Age of First Time Mother","2003","Limerick City","Years","26.3"
"Average Age of First Time Mother","2003","Limerick County","Years","28.6"
"Average Age of First Time Mother","2003","North Tipperary","Years","28.4"
"Average Age of First Time Mother","2003","South Tipperary","Years","27.3"
"Average Age of First Time Mother","2003","Tipperary","Years",""
"Average Age of First Time Mother","2003","Galway City","Years","28.3"
"Average Age of First Time Mother","2003","Leitrim","Years","29.6"
"Average Age of First Time Mother","2003","Mayo","Years","28.8"
"Average Age of First Time Mother","2003","Roscommon","Years","28.5"
"Average Age of First Time Mother","2003","Sligo","Years","28.1"
"Average Age of First Time Mother","2003","Galway County","Years","29.5"
"Average Age of First Time Mother","2003","Cavan","Years","27.7"
"Average Age of First Time Mother","2003","Donegal","Years","26.8"
"Average Age of First Time Mother","2003","Monaghan","Years","27.7"
"Average Age of First Time Mother","2003","Outside the State","Years",""
"Average Age of First Time Mother","2004","State","Years","28.5"
"Average Age of First Time Mother","2004","Dublin City","Years","28"
"Average Age of First Time Mother","2004","Fingal","Years","29.1"
"Average Age of First Time Mother","2004","Dun Laoghaire Rathdown","Years","30.3"
"Average Age of First Time Mother","2004","South Dublin","Years","28"
"Average Age of First Time Mother","2004","Wicklow","Years","29"
"Average Age of First Time Mother","2004","Carlow","Years","27.5"
"Average Age of First Time Mother","2004","Kildare","Years","28.8"
"Average Age of First Time Mother","2004","Kilkenny","Years","28.9"
"Average Age of First Time Mother","2004","Laois","Years","28.7"
"Average Age of First Time Mother","2004","Longford","Years","27.8"
"Average Age of First Time Mother","2004","Louth","Years","27.5"
"Average Age of First Time Mother","2004","Meath","Years","29.3"
"Average Age of First Time Mother","2004","Offaly","Years","28.4"
"Average Age of First Time Mother","2004","Westmeath","Years","27.9"
"Average Age of First Time Mother","2004","Wexford","Years","27.6"
"Average Age of First Time Mother","2004","Waterford County","Years","28"
"Average Age of First Time Mother","2004","Waterford City","Years","27.3"
"Average Age of First Time Mother","2004","Clare","Years","28.8"
"Average Age of First Time Mother","2004","Cork City","Years","26.9"
"Average Age of First Time Mother","2004","Cork County","Years","29.5"
"Average Age of First Time Mother","2004","Kerry","Years","28.4"
"Average Age of First Time Mother","2004","Limerick City","Years","26.1"
"Average Age of First Time Mother","2004","Limerick County","Years","28.8"
"Average Age of First Time Mother","2004","North Tipperary","Years","28.5"
"Average Age of First Time Mother","2004","South Tipperary","Years","28"
"Average Age of First Time Mother","2004","Tipperary","Years",""
"Average Age of First Time Mother","2004","Galway City","Years","28.3"
"Average Age of First Time Mother","2004","Leitrim","Years","28.6"
"Average Age of First Time Mother","2004","Mayo","Years","28.6"
"Average Age of First Time Mother","2004","Roscommon","Years","28.9"
"Average Age of First Time Mother","2004","Sligo","Years","29"
"Average Age of First Time Mother","2004","Galway County","Years","29.6"
"Average Age of First Time Mother","2004","Cavan","Years","28.7"
"Average Age of First Time Mother","2004","Donegal","Years","27.1"
"Average Age of First Time Mother","2004","Monaghan","Years","27"
"Average Age of First Time Mother","2004","Outside the State","Years",""
"Average Age of First Time Mother","2005","State","Years","28.7"
"Average Age of First Time Mother","2005","Dublin City","Years","28.1"
"Average Age of First Time Mother","2005","Fingal","Years","29.2"
"Average Age of First Time Mother","2005","Dun Laoghaire Rathdown","Years","30.4"
"Average Age of First Time Mother","2005","South Dublin","Years","27.7"
"Average Age of First Time Mother","2005","Wicklow","Years","28.7"
"Average Age of First Time Mother","2005","Carlow","Years","27.8"
"Average Age of First Time Mother","2005","Kildare","Years","29.2"
"Average Age of First Time Mother","2005","Kilkenny","Years","29.3"
"Average Age of First Time Mother","2005","Laois","Years","28.7"
"Average Age of First Time Mother","2005","Longford","Years","28"
"Average Age of First Time Mother","2005","Louth","Years","27.9"
"Average Age of First Time Mother","2005","Meath","Years","29.3"
"Average Age of First Time Mother","2005","Offaly","Years","27.9"
"Average Age of First Time Mother","2005","Westmeath","Years","28.3"
"Average Age of First Time Mother","2005","Wexford","Years","28.1"
"Average Age of First Time Mother","2005","Waterford County","Years","28.9"
"Average Age of First Time Mother","2005","Waterford City","Years","27.2"
"Average Age of First Time Mother","2005","Clare","Years","29.3"
"Average Age of First Time Mother","2005","Cork City","Years","27.1"
"Average Age of First Time Mother","2005","Cork County","Years","29.8"
"Average Age of First Time Mother","2005","Kerry","Years","29.1"
"Average Age of First Time Mother","2005","Limerick City","Years","26.4"
"Average Age of First Time Mother","2005","Limerick County","Years","29.3"
"Average Age of First Time Mother","2005","North Tipperary","Years","28.9"
"Average Age of First Time Mother","2005","South Tipperary","Years","27.9"
"Average Age of First Time Mother","2005","Tipperary","Years",""
"Average Age of First Time Mother","2005","Galway City","Years","27.9"
"Average Age of First Time Mother","2005","Leitrim","Years","28.7"
"Average Age of First Time Mother","2005","Mayo","Years","28.9"
"Average Age of First Time Mother","2005","Roscommon","Years","30"
"Average Age of First Time Mother","2005","Sligo","Years","28.6"
"Average Age of First Time Mother","2005","Galway County","Years","30.2"
"Average Age of First Time Mother","2005","Cavan","Years","28.7"
"Average Age of First Time Mother","2005","Donegal","Years","27.2"
"Average Age of First Time Mother","2005","Monaghan","Years","27.5"
"Average Age of First Time Mother","2005","Outside the State","Years",""
"Average Age of First Time Mother","2006","State","Years","28.8"
"Average Age of First Time Mother","2006","Dublin City","Years","28.4"
"Average Age of First Time Mother","2006","Fingal","Years","29.4"
"Average Age of First Time Mother","2006","Dun Laoghaire Rathdown","Years","30.7"
"Average Age of First Time Mother","2006","South Dublin","Years","28"
"Average Age of First Time Mother","2006","Wicklow","Years","29.4"
"Average Age of First Time Mother","2006","Carlow","Years","27.8"
"Average Age of First Time Mother","2006","Kildare","Years","29.1"
"Average Age of First Time Mother","2006","Kilkenny","Years","29.4"
"Average Age of First Time Mother","2006","Laois","Years","28.1"
"Average Age of First Time Mother","2006","Longford","Years","27.9"
"Average Age of First Time Mother","2006","Louth","Years","27.7"
"Average Age of First Time Mother","2006","Meath","Years","29.5"
"Average Age of First Time Mother","2006","Offaly","Years","27.9"
"Average Age of First Time Mother","2006","Westmeath","Years","28.1"
"Average Age of First Time Mother","2006","Wexford","Years","27.7"
"Average Age of First Time Mother","2006","Waterford County","Years","28.6"
"Average Age of First Time Mother","2006","Waterford City","Years","26.8"
"Average Age of First Time Mother","2006","Clare","Years","29.3"
"Average Age of First Time Mother","2006","Cork City","Years","27.2"
"Average Age of First Time Mother","2006","Cork County","Years","29.8"
"Average Age of First Time Mother","2006","Kerry","Years","29"
"Average Age of First Time Mother","2006","Limerick City","Years","25.8"
"Average Age of First Time Mother","2006","Limerick County","Years","28.8"
"Average Age of First Time Mother","2006","North Tipperary","Years","29.2"
"Average Age of First Time Mother","2006","South Tipperary","Years","28.1"
"Average Age of First Time Mother","2006","Tipperary","Years",""
"Average Age of First Time Mother","2006","Galway City","Years","28.3"
"Average Age of First Time Mother","2006","Leitrim","Years","28.5"
"Average Age of First Time Mother","2006","Mayo","Years","28.8"
"Average Age of First Time Mother","2006","Roscommon","Years","29.3"
"Average Age of First Time Mother","2006","Sligo","Years","28.5"
"Average Age of First Time Mother","2006","Galway County","Years","30"
"Average Age of First Time Mother","2006","Cavan","Years","28.4"
"Average Age of First Time Mother","2006","Donegal","Years","27.4"
"Average Age of First Time Mother","2006","Monaghan","Years","28.5"
"Average Age of First Time Mother","2006","Outside the State","Years",""
"Average Age of First Time Mother","2007","State","Years","28.8"
"Average Age of First Time Mother","2007","Dublin City","Years","28.5"
"Average Age of First Time Mother","2007","Fingal","Years","29.3"
"Average Age of First Time Mother","2007","Dun Laoghaire Rathdown","Years","31.2"
"Average Age of First Time Mother","2007","South Dublin","Years","27.9"
"Average Age of First Time Mother","2007","Wicklow","Years","29.3"
"Average Age of First Time Mother","2007","Carlow","Years","28.1"
"Average Age of First Time Mother","2007","Kildare","Years","29.1"
"Average Age of First Time Mother","2007","Kilkenny","Years","29.4"
"Average Age of First Time Mother","2007","Laois","Years","28"
"Average Age of First Time Mother","2007","Longford","Years","28.3"
"Average Age of First Time Mother","2007","Louth","Years","27.6"
"Average Age of First Time Mother","2007","Meath","Years","29.3"
"Average Age of First Time Mother","2007","Offaly","Years","28.2"
"Average Age of First Time Mother","2007","Westmeath","Years","28.4"
"Average Age of First Time Mother","2007","Wexford","Years","27.9"
"Average Age of First Time Mother","2007","Waterford County","Years","29.5"
"Average Age of First Time Mother","2007","Waterford City","Years","26.2"
"Average Age of First Time Mother","2007","Clare","Years","29.6"
"Average Age of First Time Mother","2007","Cork City","Years","27.3"
"Average Age of First Time Mother","2007","Cork County","Years","29.9"
"Average Age of First Time Mother","2007","Kerry","Years","29.2"
"Average Age of First Time Mother","2007","Limerick City","Years","26"
"Average Age of First Time Mother","2007","Limerick County","Years","29.6"
"Average Age of First Time Mother","2007","North Tipperary","Years","28.8"
"Average Age of First Time Mother","2007","South Tipperary","Years","28.3"
"Average Age of First Time Mother","2007","Tipperary","Years",""
"Average Age of First Time Mother","2007","Galway City","Years","28.4"
"Average Age of First Time Mother","2007","Leitrim","Years","28.9"
"Average Age of First Time Mother","2007","Mayo","Years","29"
"Average Age of First Time Mother","2007","Roscommon","Years","29"
"Average Age of First Time Mother","2007","Sligo","Years","28.8"
"Average Age of First Time Mother","2007","Galway County","Years","29.8"
"Average Age of First Time Mother","2007","Cavan","Years","27.9"
"Average Age of First Time Mother","2007","Donegal","Years","27.9"
"Average Age of First Time Mother","2007","Monaghan","Years","28"
"Average Age of First Time Mother","2007","Outside the State","Years",""
"Average Age of First Time Mother","2008","State","Years","28.9"
"Average Age of First Time Mother","2008","Dublin City","Years","28.6"
"Average Age of First Time Mother","2008","Fingal","Years","29.5"
